id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"Based on the structured query results, 0 patients match the specified criteria. This means that none of the 12 patients in the cohort have a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.","Condition present=['Type II Diabetes'], absent=['BMI > 30']",population_sql,20897,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,"Based on the provided structured data, 0 patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record. This indicates that no patients in the cohort meet this specific condition.","Condition present=['CKD diagnosis'], absent=['CKD diagnosis']",population_sql,20116,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"Based on the structured query results, there are 3 patients over 65 with a COPD diagnosis: Mason Lewis, Mia Scott, and Lincoln Gray. However, none of these patients have documented spirometry in the past two years.","Absence check: cond=['copd', 'chronic obstructive'], obs_absent=['spirometry'], date=None",population_sql,21403,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"Based on the structured query results, 0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). This is because the ""patients_with_all_conditions"" list is empty, indicating zero patients matched all three conditions.","Intersection of conditions: ['cardiovascular disease', 'type ii diabetes', 'ckd']",population_sql,20921,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"Among the 12 patients in the cohort, the most common two-condition comorbidity pair is Chronic obstructive lung disease (disorder) and Hyperlipidemia (disorder), found in 3 patients: 000000003, 000000048, and 000000061.",Pairwise condition co-occurrence across cohort,population_sql,22485,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"10 patients in the cohort have five or more documented active conditions. These patients are Amelia Parker, Brooklyn Coleman, Dominic Webb, Lincoln Gray, Mason Lewis, Mia Scott, Samuel Richardson, Isabella Martin, Charlotte White, and Scarlett Gonzalez.",Multimorbidity >= 5 conditions,population_sql,19049,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"Based on the structured query results, there are 0 patients with heart failure who also have an active depression diagnosis. This is because the intersection count is 0, indicating no patients have both conditions.","Intersection of conditions: ['heart failure', 'depression']",population_sql,18261,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Based on the structured data provided, it appears that no patients have diabetes or glycaemic control status documented. Therefore, I cannot group the diabetic patients by glycaemic control status.","Stratification: obs=['glycaemic control'], cond=['diabetic']",population_sql,18160,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"Based on the provided data, all 12 patients have blood pressure readings available. However, none of the patients have a diastolic blood pressure below 80 mmHg. The diastolic blood pressure readings are as follows:

- Amelia Parker: 65 mmHg
- Mia Scott: 56 mmHg
- Samuel Richardson: 58 mmHg
- Lincoln Gray: 80 mmHg
- Brooklyn Coleman: 70 mmHg
- Dominic Webb: 67 mmHg
- Scarlett Gonzalez: 55 mmHg

Therefore, the percentage of patients with controlled blood pressure (diastolic < 80 mmHg) is 0%.","Latest observation: ['blood pressure'], threshold: <130.0",population_sql,37619,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"Based on the provided data, there are 0 patients with a previous MI who have documented annual lipid panels.","Absence check: cond=['previous mi'], obs_absent=['HbA1c'], date=None",population_sql,17725,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"One patient, Amelia Parker (000000005), has been seen at more than three different hospitals in the consortium in the past two years.","Cross-hospital: min_h=3, contradiction=False",population_sql,17453,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,There are no patients in your panel whose diagnoses at one consortium hospital contradict diagnoses at another. This suggests that all 12 patients have consistent diagnoses across both hospitals.,"Cross-hospital: min_h=3, contradiction=True",population_sql,18098,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"Based on the provided structured query results, there are 0 patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.","Absence check: cond=['heart failure diagnosis', 'heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,18937,
