id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"0 patients satisfy all criteria for this question.

Required condition ('BMI > 30'): 0 patients — not documented in this cohort's EHR.
Excluded condition ('Type II Diabetes'): 0 patients have this — no exclusions applied.","Condition present=['BMI > 30'], absent=['Type II Diabetes']",population_sql,19198,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,"0 patients satisfy all criteria for this question.

Required condition ('CKD'): 1 patient(s) — Lincoln Gray.
Excluded by ('CKD'): 1 patient(s) have this — Lincoln Gray.
Lab threshold (eGFR > 60.0): 0 patient(s) — none in this cohort.","Condition present=['CKD'], absent=['CKD']",population_sql,14612,
POP3,Undiagnosed Risk Identification,Find all hypertensive patients with no documented antihypertensive prescriptions in the past 6 months.,Inference,Treatment gap + medication absence,False,No prescriptions/medications table in llm_ua_enterprise,"4 patient(s) have hypertensive but no antihypertensive prescriptions documented: Mason Lewis, Amelia Parker, Samuel Richardson, Brooklyn Coleman.
'antihypertensive prescriptions' is not recorded for any patient in this cohort — this data type is not in the structured database.","Absence check: cond=['hypertensive', 'hypertension'], obs_absent=['antihypertensive prescriptions'], date=>= DATE_SUB(NOW(), INTERVAL 6 MONTH)",population_sql,15168,
POP4,Undiagnosed Risk Identification,Which of my patients have had three or more ED visits in the past year for cardiac complaints but no cardiology referral?,Inference,High-utilisation care gap,False,Encounters table only has AMB (ambulatory) class; no ED visits or referral data,"2 patient(s) satisfy all criteria: Samuel Richardson, Isaac Hernandez.

Required condition ('cardiac complaints'): 2 patient(s) — Samuel Richardson, Isaac Hernandez.
Excluded condition ('cardiology referral'): 0 patients have this — no exclusions applied.","Condition present=['cardiac complaints'], absent=['cardiology referral']",population_sql,13417,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"3 patient(s) have copd but no lung function test documented: Mason Lewis, Mia Scott, Lincoln Gray.
'lung function test' is not recorded for any patient in this cohort — this data type is not in the structured database.
Age filter applied: 7 of 12 patients are over 65 in this cohort.","Absence check: cond=['copd', 'chronic obstructive'], obs_absent=['lung function test'], date=None",population_sql,14463,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"0 patients satisfy all 3 condition(s) simultaneously.

Per-condition breakdown:
  - cardiovascular disease: 0 patients — not documented in this cohort's EHR
  - type ii diabetes: 0 patients — not documented in this cohort's EHR
  - ckd: 1 patient(s) — Lincoln Gray

Closest near-miss: Lincoln Gray satisfies 1 of 3 conditions.","Intersection of conditions: ['cardiovascular disease', 'type ii diabetes', 'ckd']",population_sql,14153,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"The most common two-condition comorbidity pair across the patient panel is 'Chronic obstructive lung disease (disorder)' and 'Hyperlipidemia (disorder)', co-occurring in 3 patient(s): Mason Lewis, Lincoln Gray, Dominic Webb.",Pairwise condition co-occurrence across cohort,population_sql,14361,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"10 of 12 patients have 5 or more documented active conditions: Amelia Parker (52 conditions), Brooklyn Coleman (23 conditions), Dominic Webb (21 conditions), Lincoln Gray (20 conditions), Mason Lewis (14 conditions), Mia Scott (9 conditions), Samuel Richardson (9 conditions), Isabella Martin (8 conditions), Charlotte White (5 conditions), Scarlett Gonzalez (5 conditions). Note: disease category classification is not encoded in the structured database; these patients span diverse diagnostic areas based on their high condition counts.",Multimorbidity >= 5 conditions,population_sql,12914,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"0 patients satisfy all 2 condition(s) simultaneously.

Per-condition breakdown:
  - heart failure: 0 patients — not documented in this cohort's EHR
  - depression: 2 patient(s) — Brooklyn Coleman, Dominic Webb

Closest near-miss: Brooklyn Coleman, Dominic Webb each satisfy 1 of 2 conditions.","Intersection of conditions: ['heart failure', 'depression']",population_sql,12874,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,0 patients have 'diabetic' documented in this cohort's EHR. Stratification by glycaemic control cannot be performed.,"Stratification: obs=['glycaemic control'], cond=['diabetic']",population_sql,13234,
POP11,Medication and Safety Surveillance,Which patients are currently prescribed an NSAID and also have a documented peptic ulcer disease diagnosis or CKD?,Inference,Drug-disease interaction surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients satisfy all 3 condition(s) simultaneously.

Per-condition breakdown:
  - nsaid: 0 patients — not documented in this cohort's EHR
  - peptic ulcer disease: 0 patients — not documented in this cohort's EHR
  - chronic kidney disease: 1 patient(s) — Lincoln Gray

Closest near-miss: Lincoln Gray satisfies 1 of 3 conditions.","Intersection of conditions: ['nsaid', 'peptic ulcer disease', 'chronic kidney disease']",population_sql,14819,
POP12,Medication and Safety Surveillance,Find all patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record.,Inference,Preventive care gap for medication risk,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients satisfy all criteria for this question.

Required condition ('long-term corticosteroids'): 0 patients — not documented in this cohort's EHR.
Excluded condition ('osteoporosis'): 0 patients have this — no exclusions applied.","Condition present=['long-term corticosteroids'], absent=['osteoporosis']",population_sql,14076,
POP13,Medication and Safety Surveillance,Which of my patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy?,Inference,Polypharmacy safety alert,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients satisfy all 2 condition(s) simultaneously.

Per-condition breakdown:
  - anticoagulant: 1 patient(s) — Mia Scott
  - antiplatelet agent: 0 patients — not documented in this cohort's EHR

Closest near-miss: Mia Scott satisfies 1 of 2 conditions.","Intersection of conditions: ['anticoagulant', 'antiplatelet agent']",population_sql,13910,
