id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"Based on the provided structured data, there are 0 patients who match the specified criteria. This means that none of the 12 patients in the cohort have a BMI > 30, have not been diagnosed with Type II Diabetes, but have elevated HbA1c or fasting glucose.","Condition present=['Type II Diabetes'], absent=['BMI > 30']",population_sql,21590,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,"Based on the provided structured data, 0 patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record.","Condition present=['CKD diagnosis'], absent=['CKD diagnosis']",population_sql,20221,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"Based on the structured query results, there are 0 patients over 65 with a COPD diagnosis and no documented spirometry in the past two years. This is because all patients with COPD (Mason Lewis, Mia Scott, and Lincoln Gray) have documented spirometry within the past two years, as indicated by their presence in the ""patients_with_observation_in_window"" list.","Absence check: cond=['copd diagnosis', 'copd'], obs_absent=['spirometry'], date=None",population_sql,23752,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). 

Patient 000000048 has CKD, but not the combination of all three conditions.","Intersection of conditions: ['cardiovascular disease', 'type ii diabetes', 'ckd']",population_sql,20050,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"Based on the structured query results, the most common two-condition comorbidity pair across my patient panel is ""Chronic obstructive lung disease (disorder)"" and ""Hyperlipidemia (disorder)"" with 3 patients (000000003, 000000048, 000000061) sharing this comorbidity pair.",Pairwise condition co-occurrence across cohort,population_sql,22692,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"10 patients in the cohort have five or more documented active conditions. These patients are Amelia Parker (52 conditions), Brooklyn Coleman (23 conditions), Dominic Webb (21 conditions), Lincoln Gray (20 conditions), Mason Lewis (14 conditions), Mia Scott (9 conditions), Samuel Richardson (9 conditions), Isabella Martin (8 conditions), Charlotte White (5 conditions), and Scarlett Gonzalez (5 conditions).",Multimorbidity >= 5 conditions,population_sql,21525,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"Based on the query results, there are 0 patients with heart failure. However, among the total cohort of 12 patients, 2 patients (000000052 and 000000061) have an active depression diagnosis. Since no patients have both conditions, the intersection count is 0.","Intersection of conditions: ['heart failure', 'active depression diagnosis']",population_sql,19905,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Based on the provided structured data, there are 0 patients with diabetes. The condition of diabetes is not documented in the query results.","Stratification: obs=['glycaemic control'], cond=['diabetic']",population_sql,16967,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,,,,13543,"HTTP 500: {""detail"":""Population query failed: could not convert string to float: '130/80'""}"
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,0 patients have a documented history of a previous MI.,"Absence check: cond=['previous mi'], obs_absent=['HbA1c', 'eGFR'], date=None",population_sql,17288,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"Based on the structured query results, 0 patients have been seen at more than three different hospitals in the consortium in the past two years.","Cross-hospital: min_h=4, contradiction=False",population_sql,16905,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,There are no patients in your panel whose diagnoses at one consortium hospital contradict diagnoses at another.,"Cross-hospital: min_h=3, contradiction=True",population_sql,16223,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"Based on the provided structured query results, no patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years were found. This indicates that either no patients have heart failure or all patients with heart failure have had an echocardiogram recorded within the past two years.","Absence check: cond=['heart failure', 'congestive heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,21714,
