id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"Based on the provided data, 0 patients meet the specified criteria. However, the breakdown shows that the criterion ""BMI > 30"" eliminated the most patients, as it is the only excluded condition.","Condition present=['Type II Diabetes'], absent=['BMI > 30']",population_sql,23541,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,0 patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record.,"Condition present=['CKD diagnosis code'], absent=['CKD diagnosis code']",population_sql,19935,
POP3,Undiagnosed Risk Identification,Find all hypertensive patients with no documented antihypertensive prescriptions in the past 6 months.,Inference,Treatment gap + medication absence,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the provided data, 0 patients have documented antihypertensive prescriptions in the past 6 months.","Absence check: cond=['hypertensive', 'hypertension'], obs_absent=['antihypertensive prescriptions'], date=>= DATE_SUB(NOW(), INTERVAL 6 MONTH)",population_sql,20585,
POP4,Undiagnosed Risk Identification,Which of my patients have had three or more ED visits in the past year for cardiac complaints but no cardiology referral?,Inference,High-utilisation care gap,False,Encounters table only has AMB (ambulatory) class; no ED visits or referral data,0 patients have had three or more ED visits in the past year for cardiac complaints but no cardiology referral.,"Cross-hospital: min_h=3, contradiction=False",population_sql,18513,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"Based on the structured query results, there are 0 patients over 65 with a COPD diagnosis and no documented spirometry in the past two years. However, 3 patients (Mason Lewis, Mia Scott, and Lincoln Gray) are over 65 with a COPD diagnosis. Since 'patients_with_observation_in_window' is empty, it means NO patients have spirometry documented in the past two years.","Absence check: cond=['copd diagnosis', 'copd'], obs_absent=['spirometry'], date=None",population_sql,24871,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). The condition with the most patients found is CKD, with 1 patient.","Intersection of conditions: ['cardiovascular disease', 'type ii diabetes', 'ckd']",population_sql,20763,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"The most common two-condition comorbidity pair across the patient panel is ""Chronic obstructive lung disease (disorder)"" and ""Hyperlipidemia (disorder)"" with 3 patients. The patients who meet this criterion are 000000003, 000000048, and 000000061.",Pairwise condition co-occurrence across cohort,population_sql,23191,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"10 patients have five or more documented active conditions. These patients are Amelia Parker (52 conditions), Brooklyn Coleman (23 conditions), Dominic Webb (21 conditions), Lincoln Gray (20 conditions), Mason Lewis (14 conditions), Mia Scott (9 conditions), Samuel Richardson (9 conditions), Isabella Martin (8 conditions), Charlotte White (5 conditions), and Scarlett Gonzalez (5 conditions).",Multimorbidity >= 5 conditions,population_sql,24172,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,No patients have both heart failure and active depression. The condition 'heart failure' is not documented in the cohort.,"Intersection of conditions: ['heart failure', 'active depression']",population_sql,17389,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Based on the provided structured query results, it appears that none of the 12 patients have diabetes. The 'condition_patients' list is empty, indicating that 0 patients have diabetes.","Stratification: obs=['glycaemic control'], cond=['diabetic patients']",population_sql,19329,
