id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"0 patients meet the specified criteria. The limiting factor was the presence of Type II Diabetes, which is a required condition that none of the patients have.","Condition present=['Type II Diabetes'], absent=['BMI > 30']",population_sql,20406,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,"0 patients meet the criteria of having eGFR < 60 for more than one year but no CKD diagnosis code in their record. This is because all patients with the required condition (CKD diagnosis code) are also listed as having the excluded condition (CKD diagnosis code), meaning no patient meets the criteria. The limiting factor was the presence of the CKD diagnosis code, which was required but also excluded.","Condition present=['CKD diagnosis code'], absent=['CKD diagnosis code']",population_sql,25096,
POP3,Undiagnosed Risk Identification,Find all hypertensive patients with no documented antihypertensive prescriptions in the past 6 months.,Inference,Treatment gap + medication absence,False,No prescriptions/medications table in llm_ua_enterprise,"4 patients have documented hypertension. 4 patients have hypertension with no documented antihypertensive prescriptions in the past 6 months. The patients with this condition are Mason Lewis (000000003), Amelia Parker (000000005), Samuel Richardson (000000026), and Brooklyn Coleman (000000052).","Absence check: cond=['hypertensive', 'hypertension'], obs_absent=['antihypertensive prescriptions'], date=>= DATE_SUB(NOW(), INTERVAL 6 MONTH)",population_sql,24298,
POP4,Undiagnosed Risk Identification,Which of my patients have had three or more ED visits in the past year for cardiac complaints but no cardiology referral?,Inference,High-utilisation care gap,False,Encounters table only has AMB (ambulatory) class; no ED visits or referral data,"0 patients have had three or more ED visits in the past year for cardiac complaints but no cardiology referral. The limiting factor was the count of patients with three or more ED visits in the past year for cardiac complaints, as no patients met this criterion.","Cross-hospital: min_h=3, contradiction=False",population_sql,21570,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"There are 3 patients over 65 with a COPD diagnosis. The patients are Mason Lewis (000000003), Mia Scott (000000007), and Lincoln Gray (000000048). 

No patients over 65 with a COPD diagnosis have documented spirometry in the past two years.","Absence check: cond=['copd diagnosis', 'copd'], obs_absent=['spirometry'], date=None",population_sql,22710,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). The limiting factor was the absence of documentation for cardiovascular disease and Type II Diabetes in this cohort's EHR. However, there is 1 patient with CKD, which is Lincoln Gray.","Intersection of conditions: ['cardiovascular disease', 'type ii diabetes', 'ckd']",population_sql,23477,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"The most common two-condition comorbidity pair across the patient panel is Chronic obstructive lung disease (disorder) and Hyperlipidemia (disorder), affecting 3 patients.

0 patients have all listed conditions.

The near-miss breakdown for the pair with the next highest count (At risk for falls (finding) and Chronic obstructive lung disease (disorder)) is as follows:
- At risk for falls (finding): 3 patients
- Chronic obstructive lung disease (disorder): 4 patients
- Closest near-miss patient: 000000048...",Pairwise condition co-occurrence across cohort,population_sql,29056,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"10 patients in the cohort have 5 or more documented active conditions. The patients with 5 or more conditions are Amelia Parker (52 conditions), Brooklyn Coleman (23 conditions), Dominic Webb (21 conditions), Lincoln Gray (20 conditions), Mason Lewis (14 conditions), Mia Scott (9 conditions), Samuel Richardson (9 conditions), Isabella Martin (8 conditions), Charlotte White (5 conditions), and Scarlett Gonzalez (5 conditions).",Multimorbidity >= 5 conditions,population_sql,24745,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"There are 0 patients with heart failure who also have an active depression diagnosis. This is because no patients in the cohort have heart failure (the condition is not documented in this cohort's EHR), making it the limiting factor for the intersection count. The breakdown shows that 2 patients have depression, but neither of them has heart failure. The closest near-miss patient, Dominic Webb, meets only 1 of the 2 criteria.","Intersection of conditions: ['heart failure', 'depression']",population_sql,23438,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Based on the provided structured query results, there are no patients with diabetes (glycaemic control status) documented in this cohort's EHR.","Stratification: obs=['glycaemic control'], cond=['diabetic patients']",population_sql,18136,
POP11,Medication and Safety Surveillance,Which patients are currently prescribed an NSAID and also have a documented peptic ulcer disease diagnosis or CKD?,Inference,Drug-disease interaction surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, there are 0 patients currently prescribed an NSAID and also have a documented peptic ulcer disease diagnosis or CKD. This is because no patients have a documented NSAID prescription, which is the limiting factor. The near-miss breakdown shows that Lincoln Gray is the closest near-miss patient, meeting 1 of the 3 criteria.","Intersection of conditions: ['nsaid', 'peptic ulcer disease', 'chronic kidney disease']",population_sql,24953,
POP12,Medication and Safety Surveillance,Find all patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record.,Inference,Preventive care gap for medication risk,False,No prescriptions/medications table in llm_ua_enterprise,"There are 0 patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record in this cohort. The limiting factor was the absence of patients with the required condition ""long-term corticosteroids"", as there are no patients with this condition.","Condition present=['long-term corticosteroids'], absent=['osteoporosis']",population_sql,22130,
POP13,Medication and Safety Surveillance,Which of my patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy?,Inference,Polypharmacy safety alert,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy. This is because neither anticoagulant nor antiplatelet agent is documented in this cohort's EHR, making it impossible to identify patients meeting this criterion.

Context note: This result may be due to the specific patient population or the data collection methods used in this study.","Intersection of conditions: ['anticoagulant', 'antiplatelet agent']",population_sql,23686,
POP14,Medication and Safety Surveillance,How many patients have been prescribed opioids for more than 90 consecutive days in the past year?,Synthesis,Chronic opioid use surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients have been prescribed opioids for more than 90 consecutive days in the past year. The criterion ""opioid prescription for more than 90 consecutive days"" was the limiting factor, as no patients met this condition.","Condition present=['prescribed opioids'], absent=['opioid prescription for more than 90 consecutive days']",population_sql,20501,
POP15,Medication and Safety Surveillance,List patients who are currently on metformin but have documented eGFR < 30.,Inference,Guideline-based contraindication alert,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients are currently on metformin and have documented eGFR < 30. The limiting factor was the absence of patients on metformin, as no patients in this cohort are taking metformin. The list of patients on metformin is empty. The context note provides additional information: No patients in this cohort have the required condition documented in the EHR.","Absence check: cond=['currently on metformin'], obs_absent=['eGFR >= 30'], date=None",population_sql,23902,
POP16,Preventive Care and Quality Metrics,How many of my diabetic patients aged 40-75 are not on a statin despite no documented contraindication?,Inference,Quality measure gap (HEDIS DM-CE),False,No prescriptions/medications table in llm_ua_enterprise,"0 patients are not on a statin despite no documented contraindication. The criterion ""diabetic patients"" was the limiting factor, as no patients in the cohort met this condition.","Condition present=['diabetic patients'], absent=['statin']",population_sql,19885,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"Based on the structured query results, 100% (12/12) of the patients have blood pressure controlled below 130/80 based on their most recent recorded reading.

This is because all 12 patients have a diastolic blood pressure below 130 mmHg, with values ranging from 55 to 80 mmHg.","Latest observation: ['blood pressure'], threshold: <130.0",population_sql,30683,
POP18,Preventive Care and Quality Metrics,Which patients over 50 in my panel have no documented colorectal cancer screening in the past 10 years?,Inference,Cancer screening gap detection,False,Colorectal cancer screening not documented in observations table,"Based on the provided structured query results, there are 0 patients over 50 in the panel with no documented colorectal cancer screening in the past 10 years. The limiting factor was the absence of any patients with the required condition documented in the EHR, as indicated by the empty 'answer_patients' list and the presence of the 'context_note'.","Absence check: cond=['colorectal cancer'], obs_absent=['colorectal cancer screening'], date=>= DATE_SUB(NOW(), INTERVAL 10 YEAR)",population_sql,23115,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"0 patients have documented annual lipid panels. The limiting factor was the absence of patients with a previous MI, as no patients in this cohort have this condition documented in the EHR.","Absence check: cond=['previous mi'], obs_absent=['HbA1c'], date=None",population_sql,20524,
POP20,Preventive Care and Quality Metrics,Find all patients in my panel who have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge.,Inference,Transition of care quality metric,False,Encounters table only has AMB class; no inpatient/hospitalisation data,"Based on the query results, there are 0 patients in the cohort who have been hospitalized in the past year and have no documented primary care follow-up within 30 days of discharge.

The limiting factor for this count was the criterion of ""no documented primary care follow-up within 30 days of discharge"", as the cohort size is 12 patients and the query results indicate that no patients meet this condition.

No patients in this cohort have the required condition documented in the EHR.","Absence check: cond=['hospitalised'], obs_absent=['within 30 days of discharge'], date=>= DATE_SUB(NOW(), INTERVAL 30 DAY)",population_sql,25846,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"0 patients have been seen at more than three different hospitals in the consortium in the past two years. The limiting factor was the minimum number of hospitals seen, which was 4.","Cross-hospital: min_h=4, contradiction=False",population_sql,18651,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,"There are 0 patients in the cohort whose diagnoses at one consortium hospital contradict diagnoses at another. The limiting factor for this count is the empty 'contradictions' list, indicating that no contradictions were found.","Cross-hospital: min_h=3, contradiction=True",population_sql,20155,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"There are 0 patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years. The limiting factor was the absence of patients with a heart failure diagnosis, as no patients in this cohort have the required condition documented in the EHR.","Absence check: cond=['heart failure', 'congestive heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,21878,
POP24,Cross-Hospital Utilisation and Care Coordination,Which of my complex patients have been seen by more than four specialities across the consortium in the past year?,Synthesis,Care coordination complexity index,False,Encounters table has no specialty/department field,"0 patients have been seen by more than four specialities across the consortium in the past year. The limiting factor was the minimum number of hospitals a patient had to visit, which was 5.","Cross-hospital: min_h=5, contradiction=False",population_sql,18750,
POP25,Cross-Hospital Utilisation and Care Coordination,"How many patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities?",Inference,Redundant utilisation detection,False,Imaging modality/body part not consistently coded in observations,"0 patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities. The limiting factor was the'min_hospitals' criterion, which required at least 2 hospitals to be involved. The 'count' field directly indicates that no patients met this criterion.","Cross-hospital: min_h=2, contradiction=False",population_sql,20636,
