id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"Based on the structured query results, there are 0 patients with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose. This condition is not documented in this cohort.","Intersection of condition groups from: [['diabetes', 'type 2 diabetes', 'diabetes mellitus', 'type 2 diabetes mellitus']]",population_sql,17522,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,"Unfortunately, none of the patients in this cohort have eGFR < 60 for more than one year without a CKD diagnosis code. This is because the structured query results show that 0 patients matched the specified criteria, indicating that no patients in the cohort meet this condition.",Condition present + absence filter applied,population_sql,17538,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"Based on the structured query results, there are 4 patients who meet the criteria of being over 65 with a COPD diagnosis. These patients are Mason Lewis (000000003), Mia Scott (000000007), Lincoln Gray (000000048), and Dominic Webb (000000061).","Intersection of condition groups from: [['copd', 'chronic obstructive', 'chronic obstructive pulmonary disease (copd)']]",population_sql,19937,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"Based on the structured query results, 0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). This is because the intersection count is 0, indicating no patients have all three conditions. Additionally, Type II Diabetes is not documented in this cohort, as the search yielded 0 patients.","Intersection of condition groups from: [['diabetes', 'type 2 diabetes', 'diabetes mellitus', 'type 2 diabetes mellitus'], ['chronic kidney disease', 'ckd', 'chronic kidney disease (ckd)']]",population_sql,21359,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"The most common two-condition comorbidity pair across the patient panel is ""Chronic obstructive lung disease (disorder)"" and ""Hyperlipidemia (disorder)"" with 3 patients, specifically patients 000000003, 000000048, and 000000061.",Pairwise condition co-occurrence across cohort,population_sql,18092,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"Based on the structured query results, there are 0 patients with five or more active chronic conditions across at least three disease categories.",Patients with >= 3 active conditions,population_sql,17948,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"Based on the structured query results, there are no patients with both heart failure and active depression diagnosis. The condition ""heart failure"" was not documented in this cohort, as no patients were found to have this condition.","Intersection of condition groups from: [['heart failure', 'congestive heart failure'], ['depression', 'major depression', 'major depressive disorder']]",population_sql,18356,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Based on the provided structured data, there are 0 patients with diabetes. Therefore, we cannot determine the glycaemic control status or summarise their comorbidities.",Stratification by observation: ['glycaemic control status'],population_sql,17540,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"Unfortunately, the structured data provided does not contain the necessary information to answer the question. The table needed to answer this question would be the ""latest_values"" table, which is currently empty. This table should contain the most recent recorded blood pressure readings for each patient. Without this data, we cannot determine the percentage of hypertensive patients with controlled blood pressure.",Latest observation values for terms: ['blood pressure'],population_sql,20900,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"2 patients, Samuel Richardson (000000026) and Isaac Hernandez (000000041), have a documented previous myocardial infarction (MI).",Intersection of condition groups from: [['Myocardial infarction']],population_sql,14902,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"Based on the structured query results, only 1 patient has been seen at more than three different hospitals in the consortium in the past two years. This patient is Amelia Parker (000000005), who has been seen at 3 different hospitals.",Cross-hospital encounter analysis (>= 3 hospitals),population_sql,17020,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,"Based on the structured query results, there are patients in your panel whose diagnoses at one consortium hospital contradict diagnoses at another. Specifically, patients 000000003, 000000048, and 000000005 have contradictory diagnoses for the following conditions: 

- At risk for falls (finding) vs. Chronic obstructive lung disease (disorder) vs. Hypertensive disorder, systemic arterial (in two different pairs).
- At risk for falls (finding) vs. Hyperlipidemia (disorder) (in two different pairs).

These patients have a total of 7 instances where their diagnoses contradict each other across different pairs.",Pairwise condition co-occurrence across cohort,population_sql,26236,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"Based on the structured query results, there are no patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years. This is because the ""patients_with_condition"" list is empty, indicating that no patients have the specified condition.","Condition present, observation absent. Date filter: None",population_sql,19023,
