id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP1,Undiagnosed Risk Identification,Find all patients of mine with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose.,Inference,Multi-criterion negative + lab logic,True,,"Based on the structured query results, there are 0 patients with a BMI > 30 who have not been diagnosed with Type II Diabetes but have elevated HbA1c or fasting glucose. This condition is not documented in this cohort.","Intersection of condition groups from: [['diabetes', 'type 2 diabetes', 'diabetes mellitus', 'type 2 diabetes mellitus']]",population_sql,18874,
POP2,Undiagnosed Risk Identification,Which of my patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record?,Inference,Undiagnosed CKD detection,True,,0 patients have eGFR < 60 for more than one year but have no CKD diagnosis code in their record.,Condition present + absence filter applied,population_sql,14586,
POP5,Undiagnosed Risk Identification,Identify patients over 65 with a COPD diagnosis and no documented spirometry in the past two years.,Inference,Surveillance gap identification,True,,"4 patients have a COPD diagnosis. These patients are Mason Lewis (000000003), Mia Scott (000000007), Lincoln Gray (000000048), and Dominic Webb (000000061). However, the query does not provide information on spirometry in the past two years, so we cannot confirm if these patients have no documented spirometry in the past two years.","Intersection of condition groups from: [['copd', 'chronic obstructive', 'chronic obstructive pulmonary disease (copd)']]",population_sql,19632,
POP6,Comorbidity Clustering and Multimorbidity,"How many of my patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad)?",Synthesis,Multi-condition co-occurrence query,True,,"Based on the structured query results, 0 patients have a combination of cardiovascular disease, Type II Diabetes, and CKD (the cardiorenal-metabolic triad). This is because the intersection count is 0, indicating no patients have all three conditions. Additionally, Type II Diabetes is not documented in this cohort, as no patients were found with this condition.","Intersection of condition groups from: [['diabetes', 'type 2 diabetes', 'diabetes mellitus', 'type 2 diabetes mellitus'], ['chronic kidney disease', 'ckd', 'chronic kidney disease (ckd)']]",population_sql,18679,
POP7,Comorbidity Clustering and Multimorbidity,What is the most common two-condition comorbidity pair across my patient panel?,Synthesis,Population-level co-occurrence ranking,True,,"Among the 12 patients in this cohort, the most common two-condition comorbidity pair is Chronic obstructive lung disease (disorder) and Hyperlipidemia (disorder), which is observed in 3 patients: 000000003, 000000048, and 000000061.",Pairwise condition co-occurrence across cohort,population_sql,20284,
POP8,Comorbidity Clustering and Multimorbidity,Which patients in my panel have five or more active chronic conditions across at least three disease categories?,Synthesis,Multimorbidity index computation,True,,"Based on the structured query results, there are 0 patients with five or more active chronic conditions across at least three disease categories.",Patients with >= 3 active conditions,population_sql,18504,
POP9,Comorbidity Clustering and Multimorbidity,How many patients with heart failure also have an active depression diagnosis?,Synthesis,Cross-category comorbidity detection,True,,"Based on the structured data provided, there are no patients with both heart failure and an active depression diagnosis. This is because the intersection count is 0, indicating no patients have both conditions. The condition ""heart failure"" was not documented in this cohort, as no patients were found to have this condition.","Intersection of condition groups from: [['heart failure', 'congestive heart failure'], ['depression', 'major depression', 'major depressive disorder']]",population_sql,19004,
POP10,Comorbidity Clustering and Multimorbidity,Group my diabetic patients by glycaemic control status (controlled vs. uncontrolled) and summarise their other comorbidities.,Synthesis,Sub-cohort stratification + analytics,True,,"Unfortunately, there are no patients with diabetes documented in this cohort.",Stratification by observation: ['glycaemic control'],population_sql,13345,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"Based on the provided data, all 12 patients have their blood pressure readings recorded. However, none of the patients have a diastolic blood pressure reading below 80 mmHg. The diastolic blood pressure readings for the patients are as follows: Amelia Parker (65 mmHg), Mia Scott (56 mmHg), Samuel Richardson (58 mmHg), Lincoln Gray (80 mmHg), Brooklyn Coleman (70 mmHg), Dominic Webb (67 mmHg), and Scarlett Gonzalez (55 mmHg).",Latest observation values for terms: ['blood pressure'],population_sql,30566,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"One patient, Isaac Hernandez (000000041), has a previous MI and documented annual lipid panels.",Intersection of condition groups from: [['Myocardial infarction (disorder)']],population_sql,15097,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"Based on the structured query results, only 1 patient has been seen at more than three different hospitals in the consortium in the past two years. This patient is Amelia Parker (000000005), who has been seen at 3 different hospitals.",Cross-hospital encounter analysis (>= 3 hospitals),population_sql,15918,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,There are no patients in this cohort whose diagnoses at one consortium hospital contradict diagnoses at another.,Cross-hospital encounter analysis (>= 3 hospitals),population_sql,10242,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,No patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years were found in this cohort.,"Condition present, observation absent. Date filter: None",population_sql,16739,
